ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.11684652517354185,0.47628502569613307,0.3984069734616842,0.9025404825711967,0.19156746680620054,0.5939169159542449,0.01693420022997263,-0.20513265170254558,-0.39841910749260645,1
0.13302087139203508,0.49510299806803115,0.35557311871294944,0.9515815705734807,0.23074409300667445,0.8717976862030491,-0.058364932760140154,-0.01967322281140893,-0.9108964147424392,1
0.11723758012820513,0.5447572952200604,0.37463222279573466,0.963755967700582,0.17999538670516774,0.6223776732825911,-0.11918279111795242,-0.5876969472874358,-0.9277233075816,1
0.09521517023723555,0.45974085790819724,0.3825720174162462,0.925463444907064,0.16687630372112283,0.6346401867117847,-0.07571081282446969,-0.04632407459215848,-0.5330796906365118,1
0.1288406413148917,0.5330765501361698,0.3696467881085246,0.9496069161961147,0.19826241551079282,0.8347012201850873,-0.2740419753942809,0.02959535863234386,-0.9071557875296827,1
0.08987925654592321,0.45840711175616833,0.3745766649820305,0.8974024413817707,0.1649587214142876,0.7148313704555248,-0.02823521944226765,0.05676963040960681,-0.3064444599940992,1
0.09529279279279279,0.41556103491816093,0.39860065587331595,0.9510181507507829,0.17220420844130296,0.5130982637411297,0.28112336801165566,-0.6562769048928416,-0.10688235961997306,1
0.06114923845644452,0.5356228032821683,0.3242369262290024,0.9455270504125532,0.10874588489298491,0.5934000227318122,-0.03961363245298258,-0.6696649100637067,-0.8076997041459184,0
0.1092959904656508,0.48243724314244746,0.4706877415039582,0.9133997339968245,0.14607367965958995,0.12087673545488123,-0.0023874382447046077,-1.0656944531648642,-0.7444354244845157,0
0.08004246992640028,0.5135503970623224,0.4546512529906845,0.9297636947702148,0.12316522393677079,0.3723633204481473,0.32591868263423573,-0.9634999734056673,-0.9326592773640607,0
0.108860106965655,0.46595723224112,0.448523225744819,0.9432007309405613,0.16684443391008927,0.23714191036109858,0.12116345214988684,-0.9016164000327027,-0.6489857232885257,0
0.09557742336839724,0.4286789694865704,0.4659148826056204,0.917359977587251,0.1542831506627785,0.10054099431671455,0.19927379965224962,-1.0051913470939584,-0.17651975383765617,0
0.09405811731393127,0.4242076915899017,0.42682137849198265,0.9311253615353138,0.14286609738810108,0.3342358919981177,0.09056877454791051,-0.8647202692824871,-0.320956292883368,0
0.11149423955121815,0.4820595872103669,0.4061657811573965,0.9457527533915965,0.21316979125116342,0.7908994932556694,-0.03807394084321851,0.02569677658106695,-0.30381031453080665,0
