ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.054628765310010055,0.5309264850145105,0.5188568860763836,0.8586515196097213,0.05541007853675812,-0.04699658097900856,-0.2735635696892011,-0.6788206155810061,-1.0155076619219983,1
0.05402583626452676,0.5369062262327083,0.5187202235038146,0.9027791188988186,0.06701755931026801,-0.010768686183759191,-0.3567912527662423,-0.4597810247180085,-1.3584014170467498,1
0.043889735772357726,0.5410690148134748,0.5126093224384577,0.8425252680585223,0.049326833054048294,0.03324217543323097,0.40424151678226294,-0.7516726233132967,-1.0617474658916009,1
0.3207819804504887,0.5102562132350412,0.7992147371718356,0.4726878609790154,0.36944344960962683,-1.8542473970007427,-0.07142001534194772,3.613085234466306,-1.1366172466174267,1
0.05995570956903497,0.5218879473506692,0.49656223057166354,0.9136932594505796,0.06761179629360317,0.20837153475465717,-0.5684833415003668,-0.43655997577821726,-1.3178376199542554,1
0.3207819804504887,0.5102562132350412,0.7992147371718356,0.4726878609790154,0.36944344960962683,-1.8542473970007427,-0.07142001534194772,3.613085234466306,-1.1366172466174267,1
0.054628765310010055,0.5309264850145105,0.5188568860763836,0.8586515196097213,0.05541007853675812,-0.04699658097900856,-0.2735635696892011,-0.6788206155810061,-1.0155076619219983,1
0.4274137725265545,0.7696365935031763,0.462279550550349,0.8428970847467248,0.4931188081321299,0.221863766507439,-0.8918012883616188,-1.148351548843732,1.1987453748101684,0
0.4373562923862724,0.7756361714932944,0.49047911352608936,0.46979858018823817,0.5063455365671804,0.04274123751008856,-0.9961198924358875,-1.2022270095793095,3.280803974896843,0
0.4373562923862724,0.7756361714932944,0.49047911352608936,0.46979858018823817,0.5063455365671804,0.04274123751008856,-0.9961198924358875,-1.2022270095793095,3.280803974896843,0
0.3223846289856781,0.8299191310118853,0.4711984749285537,0.80428963066093,0.3947087376305497,0.15023825473879712,-0.7884537211959849,-1.1383034953749482,0.9663100580795216,0
0.3075703204291721,0.8374024406961911,0.4750980881684781,0.7674387437790929,0.3702964247918917,0.12785166279241775,-1.2556346673112513,-1.127904266831984,5.076493356869575,0
0.3223846289856781,0.8299191310118853,0.4711984749285537,0.80428963066093,0.3947087376305497,0.15023825473879712,-0.7884537211959849,-1.1383034953749482,0.9663100580795216,0
0.4373562923862724,0.7756361714932944,0.49047911352608936,0.46979858018823817,0.5063455365671804,0.04274123751008856,-0.9961198924358875,-1.2022270095793095,3.280803974896843,0
