ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y,output
0.8182944817913624,0.5002089866118531,0.41111978819259665,0.5590910273998345,0.8966369242794592,0.030860540328956652,0.010646960152831491,-1.1659715956886956,-1.1455998684399018,1
0.1282760490814182,0.6840097354806628,0.3910652876935511,0.9484243402684926,0.20225751972123052,0.3016679114578844,-0.6194292873044828,-0.5703608154468678,-0.4106406701961691,1
0.030898639366230225,0.3146221275304799,0.3923078446077071,0.9487068224693641,0.04360210341805434,0.17845941997280704,1.050299090467394,-0.8296142060461755,8.83566215247096,1
0.04474116197129079,0.2858196780930808,0.3540411143701904,0.9572965848633405,0.11526401770657672,0.17002859861373026,-0.3011592622891359,-1.0096104314345058,-0.6368789094894591,1
0.04392117568470274,0.22249595431999686,0.3936448159122988,0.9506040478924799,0.07607234614533885,0.3508216416001964,0.0027119781368535084,-0.6671980437106373,3.2009164431924138,1
0.8182944817913624,0.5002089866118531,0.41111978819259665,0.5590910273998345,0.8966369242794592,0.030860540328956652,0.010646960152831491,-1.1659715956886956,-1.1455998684399018,1
0.1282760490814182,0.6840097354806628,0.3910652876935511,0.9484243402684926,0.20225751972123052,0.3016679114578844,-0.6194292873044828,-0.5703608154468678,-0.4106406701961691,1
0.04330648450244698,0.2856481753972925,0.3542081658244414,0.9564573396795025,0.07419537971090441,0.18726320441720995,-0.18847512384662138,-0.9759748145757752,-0.08231076701866025,0
0.8145785977978752,0.5059799135674772,0.4098747596946122,0.5607255075829903,0.8836215470639798,0.03775752784239664,-0.023675422557737566,-1.1584245941815317,-1.1365732945709461,0
0.12381533455358959,0.6869750740077668,0.39032329426547563,0.9483683081565226,0.19536615108144534,0.3010386983347897,-0.6192493178668457,-0.579106866977475,-0.41052368524449845,0
0.12540166768354688,0.6838323170798076,0.3922841781421087,0.9486667695604585,0.19772537785663893,0.29660534893472,-0.616730110827164,-0.5776073520077101,-0.4098969941939963,0
0.0301594213171583,0.3151384676069323,0.3925336047394048,0.9454413834198483,0.04251097863270229,0.18219824173841326,1.4029934728363236,-0.8261819208267598,10.889136701790125,0
0.0301594213171583,0.3151384676069323,0.3925336047394048,0.9454413834198483,0.04251097863270229,0.18219824173841326,1.4029934728363236,-0.8261819208267598,10.889136701790125,0
0.12540166768354688,0.6838323170798076,0.3922841781421087,0.9486667695604585,0.19772537785663893,0.29660534893472,-0.616730110827164,-0.5776073520077101,-0.4098969941939963,0
