ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.697509609954273,0.5198936783430581,0.6438405685129069,0.5770451896630877,0.7358497818608137,-0.23420257868520006,-0.07895707936600044,-0.7144037407093338,-1.1710962271790766
